id,title,author,description,availableCopies,CategoryId
7312746c-90bc-4cf8-9166-2b923012b6d1,Vengeance: The Story of Tony Cimo,Pierson Coan,"Unspecified subluxation of unspecified thumb, subs encntr",67-978-9884,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
12a5dd6f-c5a2-47d3-ba0e-81b9e836d8c3,Vodka Lemon,Isaak Bewshea,"External constriction, left foot, subsequent encounter",62-711-9393,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
626737a0-47d3-4c1e-859f-cb97dc9e0acf,Focus,Panchito Goulter,"Nondisp fx of med phalanx of l lit fngr, 7thG",82-724-8521,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
eb608c90-76f2-40fc-9fe5-d40e3a1adbe3,"Last Call, The (Tercera Llamada)",Allyson Dake,"Toxic effect of homologues of benzene, self-harm, sequela",78-163-4607,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
430202f5-c208-4504-ac4d-611b47e49faf,Yossi & Jagger,Christi Batrop,"Blister (nonthermal) of right ring finger, sequela",78-763-2195,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
0bbbb21f-f015-4a6e-987b-34e226b2b412,Hombre,York Lovitt,"Adverse effect of unspecified psychostimulants, init encntr",30-517-0313,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
2c5e7767-4c1a-4392-bfc1-dd74daef6c8d,Peter and Vandy,Somerset Hare,"Disp fx of trapezium, unsp wrist, subs for fx w routn heal",59-396-2909,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
62b6eb78-6988-4c4a-b635-0dfdf3885022,House at the End of the Street,Fae Greenhalf,"Mech compl of unsp cardiac and vasc devices and implnt, subs",39-461-8246,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
77591c6b-2d0c-493d-907c-4db6f0924abf,Nanook of the North,Justine Lygo,NB aff by oth and unsp morpholog and functn abnlt of plcnta,85-163-4698,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
33e1fe0d-a4ca-45ce-aaf5-6b39ab1ef4d8,Track of the Cat,Babbette Dent,Occupant of hv veh injured in collision w pedal cycle,34-259-8050,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
681534f1-dc20-4452-9165-1d3a8bb8ce53,Baby Boy,Elmira Buddleigh,"Displ longitud fx unsp patella, subs for clos fx w nonunion",22-050-7372,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
1ddb45bf-e7b0-473e-962d-3dd70c59e822,Captive Heart: The James Mink Story,Marielle Faulks,"Strain extn musc/fasc/tend r mid finger at forarm lv, init",91-891-1486,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
0ef6ef76-5738-44ea-ad8a-4744247a4aa8,"Land Before Time II: The Great Valley Adventure, The",Allianora Dickins,"Disp fx of less trochanter of l femr, 7thB",16-884-5563,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
5c1bc310-54c6-44b6-818e-ba699e9ea263,Death Sentence,Charmain McPeake,"Healthcare provider, perpetrator of maltreatment and neglect",20-796-5989,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
5a77ca2f-e696-4482-886e-87d23849f4ec,Murder by Contract,Mellicent Lanney,"Poisoning by loop diuretics, undetermined, subs encntr",46-834-6485,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
c08ab0c9-471d-4e57-b056-dd66369836d7,Love Hina Again,Jeno Dearnly,"Other juvenile arthritis, right hip",91-687-8200,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
80bafedd-c9ec-4948-a9a8-13d01d55de94,Afterglow,Mignonne Huson,"Fracture of superior rim of left pubis, init for clos fx",92-605-8540,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
7b0a069c-5578-4e1d-823c-b045f5211219,The Karen Carpenter Story,Abel Peddersen,"Inferior dislocation of unsp acromioclav jt, sequela",84-247-6644,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
8c477bc6-726b-40e8-b4de-f169a7a8ea63,"Mummy, The",Bonita Moorcroft,Postconcussional syndrome,96-189-3842,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
099d0f07-54ce-45ce-aeda-16edb2b9b0e6,Dr. Goldfoot and the Girl Bombs (Le spie vengono dal semifreddo),Idelle Armitage,Puncture wound with foreign body of ear,37-755-0797,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
56538685-e62b-4b0d-a7e1-918383cd752b,"Price of Forgiveness, The (Ndeysaan)",Gerianne Lerner,"Laceration of splenic vein, subsequent encounter",01-232-2271,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
85dea779-a3cb-4a1c-8a36-b84ea998ff08,48 Hrs.,Sophey Dunbleton,"Crushing injury of right elbow, subsequent encounter",30-672-2405,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
a969d383-0ed2-4ad8-a502-e66efb35ef72,Boston's Finest,Kylen Lidgley,"Oth traum displ spondylolysis of 4th cervcal vert, 7thK",99-983-2365,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
95361a2e-156e-4fc3-87ab-ed9f0f252a85,Children (Börn),Shawn Alps,"Contusion of right wrist, subsequent encounter",58-505-1514,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
ccc3b55a-c5d3-4695-a2ac-70df1edd1144,Hoodoo Ann,Noelle Meaney,"Lens-induced iridocyclitis, right eye",69-229-2038,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
a0ae32bd-01f4-4df1-ba39-e40593042966,Bela Kiss: Prologue,Starr Mellodey,"Unsp injury at C6 level of cervical spinal cord, sequela",43-602-1025,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
b4654d70-5611-44f1-b6b3-2d8c8db510df,"Mission, The",Kiele Megahey,"Crushing injury of unspecified left toe(s), init encntr",78-473-2678,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
af685390-df58-48aa-8c7d-ecd5e983290c,"Blueprint for Murder, A",Lynn Moizer,"Displaced spiral fracture of shaft of left fibula, init",70-852-8904,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
951459bc-9e06-4107-87ed-1ec216b67f94,Toast,Elbertine Ambrois,"Fracture of angle of left mandible, 7thG",39-704-7890,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
f387d68f-37f3-4ab3-9377-f439a6ed93f0,Forced Vengeance,Erinna Duggon,Acute Chagas' disease with heart involvement,10-874-8626,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
658ae7ac-b705-4bc0-afc3-2723735932f5,Smart People,Adel Horsburgh,Pemphigoid,48-469-9127,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
cb8252d2-cfc0-4e34-8130-b7522c8252f8,"Lavender Hill Mob, The",Darill Markey,"Fall from non-in-line roller-skates, sequela",26-104-6947,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
90745ec4-927f-42a7-9550-c8dd5845fc7b,Carry On Teacher,Clay List,"Displ spiral fx shaft of humer, unsp arm, 7thG",89-075-7741,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
ac613de6-1943-41c4-b8f8-18bb12549179,The First Movie,Odetta Corroyer,"Striking against oth object w subsequent fall, init encntr",60-799-3311,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
034cda74-0f7a-4f68-ac16-176605a0bd60,"Girl, Positive",Modesty Sibylla,"Disp fx of post wall of right acetab, subs for fx w nonunion",16-099-0056,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
36c5b27b-112a-47b9-9900-ca36af0091da,Ursul,Pepita Sent,"Open bite of other finger with damage to nail, subs encntr",65-421-7335,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
de5c471c-7e5e-4af9-995d-4939e2e15705,Sweet Sweetback's Baadasssss Song,Judas Keeping,Morbid (severe) obesity due to excess calories,43-059-8202,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
aeb1cc5e-3db9-455a-8510-095f2eb2a0d9,Breakfast on Pluto,Jeana Scales,"Dislocation of T7/T8 thoracic vertebra, subsequent encounter",98-647-1635,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
b7f2503d-2a62-4dac-83b9-58942ca0a965,"Sierra, La",Trev Thowes,"Nondisp suprcndl fx w intrcndl extn low end unsp femr, 7thP",17-121-3740,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
bd39551e-fb46-4c59-b0e8-2db7f5c2d55c,I'm Still Here,Sheffield Frie,"Thrombosis due to other internal prosth dev/grft, subs",48-188-7309,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
25c4b5ff-7e2c-4deb-ac3f-88d1c118c586,Train of Life (Train de vie),Merissa Allridge,"Toxic effect of contact w Portugese Man-o-war, acc, subs",11-228-8291,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
c09027ed-ee0b-44ec-a17b-2ec01aa6af80,Gloomy Sunday (Ein Lied von Liebe und Tod),Edgard Peyto,"Car driver injured in collision w ped/anml in traf, sequela",66-206-3572,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
05bd74a0-c00a-4ca1-8838-01333a3ed148,Wild About Harry,Perry Keynd,"Burn of first degree of right thumb (nail), subs encntr",80-559-3702,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
2e8ff23b-8138-4a20-a76d-b69cb978dc51,Violence at Noon (Hakuchu no torima),Boyd Plett,"Sltr-haris Type II physl fx lower end humer, left arm, sqla",31-409-7030,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
6ec7dbc6-7204-4ebe-b611-d17b6fa95b21,Torque,Honey Crossan,"Displ Maisonneuve's fx l leg, 7thM",94-630-4812,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
863832fe-2fea-4906-858f-1cc4480e3580,Blackmailed,Riobard Sapena,"Fracture of unspecified metatarsal bone(s), left foot",75-482-3978,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
7e241270-3776-4e9f-bd21-b3298a152921,Waterland,Ingrim De La Haye,Burn of first degree of left ankle,32-684-7258,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
88d47b3a-24be-4576-91cb-3d1c351c21fb,Sinivalkoinen valhe,Gun Vlach,"Unspecified superficial injury of left thumb, subs encntr",66-376-5918,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
bb382de1-8bd6-443b-ba7f-b50a030ec9e5,Holokaustin värit,Georgie Gruszecki,"Corrosion of third degree of right thumb (nail), subs encntr",54-796-7126,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
a19d43ef-c19c-49b0-ae75-92c97889ae20,"Chronicles of Narnia: The Voyage of the Dawn Treader, The",Niko Rubinek,Unspecified injury of plantar artery of right foot,10-426-6867,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
d1147c66-0499-44e2-94e5-e5c3c9baa4b1,Little Miss Marker,Ring Hoys,"Burn of first degree of right toe(s) (nail), init encntr",89-173-3285,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
540cea1b-03a0-4612-a94d-a3fd2f50888e,101 Dalmatians II: Patch's London Adventure,Davey Fountian,"Lac w/o fb of abd wall, periumb rgn w penet perit cav, sqla",50-495-3611,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
c4aaa59e-1784-42b0-82ba-d74951a33546,"Philosophers, The (After The Dark)",Otho Ridsdale,"Sezary disease, unspecified site",81-089-6827,"{:type=>""Guid"", :faker=>""helpers.randomElement"", :options=>[""6a72edb7-0fb3-44c6-b2d3-14018ea0372d"", ""e623185b-245a-4208-bc1f-18f4dc865fc4"", ""60f798c6-51e4-45eb-9e66-3f149890c745"", ""905b4954-0c9d-4be2-b7ab-7bc4977fa963"", ""366803be-fafd-4be0-873a-e4b253b31f96""]}"
